url,lat,lng,shopId,...
http://www.dianping.com/shop/18515706,30.506171,114.404149,18515706,{}
http://www.dianping.com/shop/13850290,30.619929,114.30627,13850290,{}
http://www.dianping.com/shop/10341113,30.5080900000496,114.396150000009,10341113,{}
http://www.dianping.com/shop/23067840,30.618146,114.16676,23067840,{}
http://www.dianping.com/shop/66791557,30.591751,114.304021,66791557,{}
http://www.dianping.com/shop/90101273,30.52434995849201,114.2988497394996,90101273,{}
http://www.dianping.com/shop/67119844,30.560407,114.351488,67119844,{}
http://www.dianping.com/shop/67741784,30.553451,114.225581,67741784,{}
http://www.dianping.com/shop/67165957,30.579212,114.291818,67165957,{}
http://www.dianping.com/shop/73586701,30.519186,114.302863,73586701,{}
http://www.dianping.com/shop/24645517,30.552388,114.339595,24645517,{}
http://www.dianping.com/shop/73500773,30.575747,114.324631,73500773,{}
http://www.dianping.com/shop/45824690,30.563911,114.31004,45824690,{}
http://www.dianping.com/shop/5257081,30.568806,114.286072,5257081,{}
http://www.dianping.com/shop/21242577,30.613745,114.269128,21242577,{}
http://www.dianping.com/shop/20694352,30.627141,114.263313,20694352,{}
http://www.dianping.com/shop/13881907,30.5765400000475,114.290009999981,13881907,{}
http://www.dianping.com/shop/40967300,30.612566,114.279662,40967300,{}
http://www.dianping.com/shop/6054046,30.577183,114.291099,6054046,{}
http://www.dianping.com/shop/2870404,30.5929699999889,114.271289999986,2870404,{}
http://www.dianping.com/shop/23938473,30.60752,114.31107,23938473,{}
http://www.dianping.com/shop/18328608,30.60301,114.25506,18328608,{}
http://www.dianping.com/shop/1948954,30.59980781,114.2926182,1948954,{}
http://www.dianping.com/shop/5665873,30.5911959999754,114.262970000062,5665873,{}
http://www.dianping.com/shop/67884411,30.581344,114.365465,67884411,{}
http://www.dianping.com/shop/13751197,30.6074,114.312,13751197,{}
http://www.dianping.com/shop/41540613,30.579247,114.250793,41540613,{}
http://www.dianping.com/shop/45539862,30.554384,114.344847,45539862,{}
http://www.dianping.com/shop/7997403,30.5913079999754,114.262107000062,7997403,{}
http://www.dianping.com/shop/13878416,30.52572,114.35536,13878416,{}
http://www.dianping.com/shop/59005691,30.583735,114.279449,59005691,{}
http://www.dianping.com/shop/20952155,30.557147,114.339297,20952155,{}
http://www.dianping.com/shop/549297,30.580820000057,114.325170000057,549297,{}
http://www.dianping.com/shop/13859703,30.5499,114.268,13859703,{}
http://www.dianping.com/shop/70430449,30.606641,114.265563,70430449,{}
http://www.dianping.com/shop/18150217,30.50458096,114.4009098,18150217,{}
http://www.dianping.com/shop/23721099,30.578479,114.291039,23721099,{}
http://www.dianping.com/shop/56917617,30.580265,114.331794,56917617,{}
http://www.dianping.com/shop/4270973,30.6272099999056,114.238097000055,4270973,{}
http://www.dianping.com/shop/24964594,30.578995,114.351846,24964594,{}
http://www.dianping.com/shop/27136249,30.657806,114.22699,27136249,{}
http://www.dianping.com/shop/3666706,30.581145,114.285154,3666706,{}
http://www.dianping.com/shop/18121967,30.604116,114.255185,18121967,{}
http://www.dianping.com/shop/69350576,30.605283,114.309435,69350576,{}
http://www.dianping.com/shop/69267886,30.608913,114.309329,69267886,{}
http://www.dianping.com/shop/45523164,30.493558,114.417744,45523164,{}
http://www.dianping.com/shop/2677858,30.607948,114.310706,2677858,{}
http://www.dianping.com/shop/25000062,30.506315,114.405485,25000062,{}
http://www.dianping.com/shop/90110140,30.436666,114.263946,90110140,{}
http://www.dianping.com/shop/48013713,30.487393,114.402593,48013713,{}
http://www.dianping.com/shop/4563528,30.61017,114.26847,4563528,{}
http://www.dianping.com/shop/2784037,30.581343,114.291021,2784037,{}
http://www.dianping.com/shop/2929648,30.595,114.27,2929648,{}
http://www.dianping.com/shop/8674201,30.509631,114.39272,8674201,{}
http://www.dianping.com/shop/68013320,30.515893,114.400401,68013320,{}
http://www.dianping.com/shop/13787180,30.653788,114.21503,13787180,{}
http://www.dianping.com/shop/65947876,30.557241,114.341429,65947876,{}
http://www.dianping.com/shop/4535840,30.596489,114.199574,4535840,{}
http://www.dianping.com/shop/23092661,30.525368,114.356833,23092661,{}
http://www.dianping.com/shop/23111699,30.609737,114.242137,23111699,{}
http://www.dianping.com/shop/67660091,30.608913,114.309329,67660091,{}
http://www.dianping.com/shop/2200141,30.5466,114.314873,2200141,{}
http://www.dianping.com/shop/67005084,30.50544,114.4026,67005084,{}
http://www.dianping.com/shop/68069696,30.503594,114.328318,68069696,{}
http://www.dianping.com/shop/32425246,30.529937,114.340474,32425246,{}
http://www.dianping.com/shop/65963344,30.555684,114.342911,65963344,{}
http://www.dianping.com/shop/8995129,30.506027,114.399193,8995129,{}
http://www.dianping.com/shop/77013845,30.534286,114.303289,77013845,{}
http://www.dianping.com/shop/9063597,30.539154,114.30319,9063597,{}
http://www.dianping.com/shop/56852356,30.591464,114.271755,56852356,{}
http://www.dianping.com/shop/57203737,30.588939,114.343661,57203737,{}
http://www.dianping.com/shop/21018317,30.603675,114.268496,21018317,{}
http://www.dianping.com/shop/5606972,30.5353,114.30435,5606972,{}
http://www.dianping.com/shop/21119206,30.47718,114.410027,21119206,{}
http://www.dianping.com/shop/3047944,30.596773,114.287823,3047944,{}
http://www.dianping.com/shop/66974878,30.47718,114.410027,66974878,{}
http://www.dianping.com/shop/5587877,30.59253,114.26754,5587877,{}
http://www.dianping.com/shop/22171861,30.576902,114.292689,22171861,{}
http://www.dianping.com/shop/10668438,30.5807209014893,114.300926208496,10668438,{}
http://www.dianping.com/shop/12592527,30.529965,114.341214,12592527,{}
http://www.dianping.com/shop/67400480,30.604831,114.309506,67400480,{}
http://www.dianping.com/shop/19341482,30.556746,114.340227,19341482,{}
http://www.dianping.com/shop/58497296,30.512813,114.320361,58497296,{}
http://www.dianping.com/shop/5665844,30.575511,114.261709,5665844,{}
http://www.dianping.com/shop/57029685,30.543078,114.194895,57029685,{}
http://www.dianping.com/shop/82880024,30.553982,114.302379,82880024,{}
http://www.dianping.com/shop/2095504,30.592109,114.26711,2095504,{}
http://www.dianping.com/shop/69166702,30.608913,114.309329,69166702,{}
http://www.dianping.com/shop/67988874,30.574509,114.243611,67988874,{}
http://www.dianping.com/shop/1919941,30.577224,114.291165,1919941,{}
http://www.dianping.com/shop/19326473,30.584101,114.349347,19326473,{}
http://www.dianping.com/shop/6044499,30.5901635,114.2613958,6044499,{}
http://www.dianping.com/shop/32511798,30.478804,114.408072,32511798,{}
http://www.dianping.com/shop/70097153,30.540493,114.298217,70097153,{}
http://www.dianping.com/shop/64449067,30.531127,114.297903,64449067,{}
http://www.dianping.com/shop/69900721,30.43275,114.26573,69900721,{}
http://www.dianping.com/shop/59136671,30.505425,114.436415,59136671,{}
http://www.dianping.com/shop/32602314,30.53028,114.34031,32602314,{}
http://www.dianping.com/shop/8979737,30.538680000057,114.293220000031,8979737,{}
