url,district,shopId,...
http://www.dianping.com/shop/17634542,光谷/鲁巷,"17634542
",{}
http://www.dianping.com/shop/41423390,洪山区,"41423390
",{}
http://www.dianping.com/shop/79561337,江夏区,"79561337
",{}
http://www.dianping.com/shop/32478291,港澳台风情街,"32478291
",{}
http://www.dianping.com/shop/69418869,众圆广场,"69418869
",{}
http://www.dianping.com/shop/57758569,江汉区,"57758569
",{}
http://www.dianping.com/shop/18097699,江汉路步行街,"18097699
",{}
http://www.dianping.com/shop/66845398,楚河汉街,"66845398
",{}
http://www.dianping.com/shop/70623892,黄陂区,"70623892
",{}
http://www.dianping.com/shop/90054586,江夏区,"90054586
",{}
http://www.dianping.com/shop/18677408,积玉桥,"18677408
",{}
http://www.dianping.com/shop/63466762,阳逻开发区,"63466762
",{}
http://www.dianping.com/shop/77679144,武昌区,"77679144
",{}
http://www.dianping.com/shop/33593486,西北湖,"33593486
",{}
http://www.dianping.com/shop/79296558,江夏区,"79296558
",{}
http://www.dianping.com/shop/67415230,洪山区,"67415230
",{}
http://www.dianping.com/shop/43624159,江汉路步行街,"43624159
",{}
http://www.dianping.com/shop/18773897,水果湖,"18773897
",{}
http://www.dianping.com/shop/58077747,武昌区,"58077747
",{}
http://www.dianping.com/shop/69919379,汉阳区,"69919379
",{}
http://www.dianping.com/shop/76890287,武昌区,"76890287
",{}
http://www.dianping.com/shop/58259566,武昌区,"58259566
",{}
"http://www.dianping.com/shop/67670458,2421,6",,"67670458,2421,6
",{}
http://www.dianping.com/shop/16972379,光谷/鲁巷,"16972379
",{}
http://www.dianping.com/shop/19577464,广埠屯,"19577464
",{}
http://www.dianping.com/shop/11550379,王家湾,"11550379
",{}
http://www.dianping.com/shop/18645934,阅马场,"18645934
",{}
http://www.dianping.com/shop/65201826,汉阳区,"65201826
",{}
http://www.dianping.com/shop/22304076,卓刀泉,"22304076
",{}
http://www.dianping.com/shop/23562942,光谷天地,"23562942
",{}
http://www.dianping.com/shop/19203265,西北湖,"19203265
",{}
http://www.dianping.com/shop/40656853,汉阳区,"40656853
",{}
http://www.dianping.com/shop/79308395,江夏区,"79308395
",{}
http://www.dianping.com/shop/67721810,光谷/鲁巷,"67721810
",{}
http://www.dianping.com/shop/9064691,余家头,"9064691
",{}
http://www.dianping.com/shop/75138921,洪山区,"75138921
",{}
http://www.dianping.com/shop/69434442,洪山区,"69434442
",{}
http://www.dianping.com/shop/57889185,武昌区,"57889185
",{}
http://www.dianping.com/shop/64967578,江夏区,"64967578
",{}
http://www.dianping.com/shop/67563160,硚口区,"67563160
",{}
http://www.dianping.com/shop/32463450,硚口区,"32463450
",{}
http://www.dianping.com/shop/569785,王家湾,"569785
",{}
http://www.dianping.com/shop/79446329,江夏区,"79446329
",{}
http://www.dianping.com/shop/37952907,王家湾,"37952907
",{}
http://www.dianping.com/shop/69310580,硚口区,"69310580
",{}
http://www.dianping.com/shop/21808432,洪山区,"21808432
",{}
http://www.dianping.com/shop/90047518,江岸区,"90047518
",{}
http://www.dianping.com/shop/66305400,江汉路步行街,"66305400
",{}
http://www.dianping.com/shop/79465519,江汉区,"79465519
",{}
http://www.dianping.com/shop/69160444,江汉区,"69160444
",{}
http://www.dianping.com/shop/79306827,江岸区,"79306827
",{}
http://www.dianping.com/shop/38308173,王家湾,"38308173
",{}
http://www.dianping.com/shop/66585473,汉阳区,"66585473
",{}
http://www.dianping.com/shop/69774401,硚口区,"69774401
",{}
http://www.dianping.com/shop/43853353,众圆广场,"43853353
",{}
http://www.dianping.com/shop/67851491,光谷/鲁巷,"67851491
",{}
http://www.dianping.com/shop/21240151,光谷/鲁巷,"21240151
",{}
http://www.dianping.com/shop/23938263,光谷/鲁巷,"23938263
",{}
http://www.dianping.com/shop/22580509,江汉路步行街,"22580509
",{}
http://www.dianping.com/shop/19639637,汉口火车站,"19639637
",{}
http://www.dianping.com/shop/67033714,江岸区,"67033714
",{}
http://www.dianping.com/shop/58014748,光谷/鲁巷,"58014748
",{}
http://www.dianping.com/shop/18162808,卓刀泉,"18162808
",{}
http://www.dianping.com/shop/21606611,光谷/鲁巷,"21606611
",{}
http://www.dianping.com/shop/57877582,王家湾,"57877582
",{}
http://www.dianping.com/shop/48063012,西北湖,"48063012
",{}
http://www.dianping.com/shop/22313479,卓刀泉,"22313479
",{}
http://www.dianping.com/shop/6042059,解放公园,"6042059
",{}
http://www.dianping.com/shop/90022089,江夏区,"90022089
",{}
http://www.dianping.com/shop/75115355,江岸区,"75115355
",{}
http://www.dianping.com/shop/79615733,洪山区,"79615733
",{}
http://www.dianping.com/shop/18494705,江夏区,"18494705
",{}
http://www.dianping.com/shop/17602340,王家湾,"17602340
",{}
http://www.dianping.com/shop/18087510,中南路,"18087510
",{}
http://www.dianping.com/shop/68501784,江岸区,"68501784
",{}
http://www.dianping.com/shop/68004816,江汉区,"68004816
",{}
http://www.dianping.com/shop/66407886,雄楚大道,"66407886
",{}
http://www.dianping.com/shop/57959027,江汉区,"57959027
",{}
http://www.dianping.com/shop/22463615,阅马场,"22463615
",{}
http://www.dianping.com/shop/17799653,光谷/鲁巷,"17799653
",{}
http://www.dianping.com/shop/22242217,阅马场,"22242217
",{}
http://www.dianping.com/shop/18664962,阅马场,"18664962
",{}
http://www.dianping.com/shop/77371567,江夏区,"77371567
",{}
http://www.dianping.com/shop/23509930,众圆广场,"23509930
",{}
http://www.dianping.com/shop/19218701,光谷/鲁巷,"19218701
",{}
http://www.dianping.com/shop/26206576,江汉路步行街,"26206576
",{}
http://www.dianping.com/shop/56762121,硚口区,"56762121
",{}
http://www.dianping.com/shop/15928977,阅马场,"15928977
",{}
http://www.dianping.com/shop/67210236,洪山区,"67210236
",{}
http://www.dianping.com/shop/66281386,汉阳区,"66281386
",{}
http://www.dianping.com/shop/67075837,光谷/鲁巷,"67075837
",{}
http://www.dianping.com/shop/67054540,洪山区,"67054540
",{}
http://www.dianping.com/shop/66103984,武昌区,"66103984
",{}
http://www.dianping.com/shop/20840543,光谷/鲁巷,"20840543
",{}
http://www.dianping.com/shop/48045014,石牌岭/街道口,"48045014
",{}
http://www.dianping.com/shop/37924998,吴家山,"37924998
",{}
http://www.dianping.com/shop/67091574,洪山区,"67091574
",{}
http://www.dianping.com/shop/66158775,江汉路步行街,"66158775
",{}
http://www.dianping.com/shop/79445558,江汉区,"79445558
",{}
http://www.dianping.com/shop/48382860,江汉区,"48382860
",{}
http://www.dianping.com/shop/6163962,江汉路步行街,"6163962
",{}
http://www.dianping.com/shop/16986976,司门口,"16986976
",{}
http://www.dianping.com/shop/43791313,光谷/鲁巷,"43791313
",{}
http://www.dianping.com/shop/18605832,阅马场,"18605832
",{}
http://www.dianping.com/shop/57861667,武昌区,"57861667
",{}
http://www.dianping.com/shop/57438926,雄楚大道,"57438926
",{}
http://www.dianping.com/shop/59033918,硚口区,"59033918
",{}
http://www.dianping.com/shop/5613109,钟家村,"5613109
",{}
http://www.dianping.com/shop/69232213,洪山区,"69232213
",{}
http://www.dianping.com/shop/13929596,江汉路步行街,"13929596
",{}
http://www.dianping.com/shop/69706307,洪山区,"69706307
",{}
http://www.dianping.com/shop/14158029,徐东大街,"14158029
",{}
http://www.dianping.com/shop/19151013,徐东大街,"19151013
",{}
http://www.dianping.com/shop/40001864,洪山区,"40001864
",{}
http://www.dianping.com/shop/19179068,司门口,"19179068
",{}
http://www.dianping.com/shop/66050151,江夏区,"66050151
",{}
http://www.dianping.com/shop/77509978,王家湾,"77509978
",{}
http://www.dianping.com/shop/21263615,众圆广场,"21263615
",{}
http://www.dianping.com/shop/69500000,光谷/鲁巷,"69500000
",{}
http://www.dianping.com/shop/66716927,武昌区,"66716927
",{}
http://www.dianping.com/shop/79463818,江夏区,"79463818
",{}
http://www.dianping.com/shop/67851103,港澳台风情街,"67851103
",{}
http://www.dianping.com/shop/6543035,客运港/江滩,"6543035
",{}
http://www.dianping.com/shop/24637968,客运港/江滩,"24637968
",{}
http://www.dianping.com/shop/79795892,石牌岭/街道口,"79795892
",{}
http://www.dianping.com/shop/66631853,洪山区,"66631853
",{}
http://www.dianping.com/shop/79233150,江汉区,"79233150
",{}
http://www.dianping.com/shop/71735711,黄陂区,"71735711
",{}
http://www.dianping.com/shop/69468044,江汉区,"69468044
",{}
http://www.dianping.com/shop/66726102,汉阳区,"66726102
",{}
http://www.dianping.com/shop/62498073,洪山区,"62498073
",{}
http://www.dianping.com/shop/9057740,万松园,"9057740
",{}
http://www.dianping.com/shop/68211750,江汉区,"68211750
",{}
http://www.dianping.com/shop/20815913,石牌岭/街道口,"20815913
",{}
http://www.dianping.com/shop/58180462,小吃快餐,"58180462
",{}
http://www.dianping.com/shop/76918566,汉阳区,"76918566
",{}
http://www.dianping.com/shop/67184859,洪山区,"67184859
",{}
http://www.dianping.com/shop/23123233,卓刀泉,"23123233
",{}
http://www.dianping.com/shop/32636773,中南路,"32636773
",{}
http://www.dianping.com/shop/5601630,武汉广场,"5601630
",{}
http://www.dianping.com/shop/23454867,水果湖,"23454867
",{}
http://www.dianping.com/shop/4274314,六渡桥,"4274314
",{}
http://www.dianping.com/shop/66341290,江汉区,"66341290
",{}
http://www.dianping.com/shop/22795832,楚河汉街,"22795832
",{}
http://www.dianping.com/shop/69090606,楚河汉街,"69090606
",{}
http://www.dianping.com/shop/5356439,沌口,"5356439
",{}
http://www.dianping.com/shop/76930275,洪山区,"76930275
",{}
http://www.dianping.com/shop/23553166,万松园,"23553166
",{}
http://www.dianping.com/shop/4192353,武汉广场,"4192353
",{}
http://www.dianping.com/shop/6147410,珞珈山,"6147410
",{}
http://www.dianping.com/shop/19596567,卓刀泉,"19596567
",{}
http://www.dianping.com/shop/4209489,解放公园,"4209489
",{}
http://www.dianping.com/shop/32523047,江汉路步行街,"32523047
",{}
http://www.dianping.com/shop/69312713,硚口区,"69312713
",{}
http://www.dianping.com/shop/65950132,雄楚大道,"65950132
",{}
http://www.dianping.com/shop/68040610,武昌区,"68040610
",{}
http://www.dianping.com/shop/32651425,奥山世纪城,"32651425
",{}
http://www.dianping.com/shop/21121241,江汉区,"21121241
",{}
http://www.dianping.com/shop/40728697,江汉区,"40728697
",{}
http://www.dianping.com/shop/23979443,珞珈山,"23979443
",{}
http://www.dianping.com/shop/3258079,江汉路步行街,"3258079
",{}
http://www.dianping.com/shop/14184510,唐家墩/菱角湖,"14184510
",{}
http://www.dianping.com/shop/16987745,江汉路步行街,"16987745
",{}
http://www.dianping.com/shop/90458261,江夏区,"90458261
",{}
http://www.dianping.com/shop/35450558,江汉区,"35450558
",{}
http://www.dianping.com/shop/79424139,洪山区,"79424139
",{}
http://www.dianping.com/shop/4281530,武胜路,"4281530
",{}
http://www.dianping.com/shop/67328826,万松园,"67328826
",{}
